"ano_pesquisa","categoria","tecnologia","quantidade","base_respostas_validas","total_respondentes_ano","percentual_respondentes","cobertura_percentual","tipo_resposta","ranking"
"2025_2026","Ferramenta de BI utilizada","Salesforce/Einstein Analytics","43","2105","3494","2.04","60.25","Múltipla","15"
"2025_2026","Ferramenta de BI utilizada","Alteryx","43","2105","3494","2.04","60.25","Múltipla","16"
"2025_2026","Ferramenta de BI utilizada","SAS Visual Analytics","36","2105","3494","1.71","60.25","Múltipla","17"
"2025_2026","Ferramenta de BI utilizada","Oracle Business Intelligence","19","2105","3494","0.9","60.25","Múltipla","18"
"2025_2026","Ferramenta de BI utilizada","Redash","13","2105","3494","0.62","60.25","Múltipla","19"
"2025_2026","Linguagem preferida","Python","1928","2095","3494","92.03","59.96","Múltipla","1"
"2025_2026","Linguagem preferida","SQL","1763","2095","3494","84.15","59.96","Múltipla","2"
"2025_2026","Linguagem preferida","R","294","2095","3494","14.03","59.96","Múltipla","3"
"2025_2026","Linguagem preferida","Scala","70","2095","3494","3.34","59.96","Múltipla","4"
"2025_2026","Linguagem preferida","C/C++/C#","49","2095","3494","2.34","59.96","Múltipla","5"
"2025_2026","Linguagem preferida","Rust","35","2095","3494","1.67","59.96","Múltipla","6"
"2025_2026","Linguagem preferida","Julia","18","2095","3494","0.86","59.96","Múltipla","7"
"2025_2026","Linguagem preferida","DAX","14","2095","3494","0.67","59.96","Múltipla","8"
"2025_2026","Linguagem preferida","PySpark","13","2095","3494","0.62","59.96","Múltipla","9"
"2025_2026","Linguagem preferida","Spark","7","2095","3494","0.33","59.96","Múltipla","10"
"2025_2026","Linguagem preferida","Go","6","2095","3494","0.29","59.96","Múltipla","11"
"2025_2026","Linguagem preferida","Java","5","2095","3494","0.24","59.96","Múltipla","12"
"2025_2026","Linguagem preferida","M","4","2095","3494","0.19","59.96","Múltipla","13"
"2025_2026","Linguagem preferida","JavaScript","4","2095","3494","0.19","59.96","Múltipla","14"
"2025_2026","Linguagem preferida","Matlab","1","2095","3494","0.05","59.96","Múltipla","15"
"2025_2026","Linguagem preferida","PHP","1","2095","3494","0.05","59.96","Múltipla","16"
"2025_2026","Linguagem preferida","SAS","1","2095","3494","0.05","59.96","Múltipla","17"
"2025_2026","Linguagem preferida","Polaris","1","2095","3494","0.05","59.96","Múltipla","18"
"2025_2026","Linguagem preferida","Power Query","1","2095","3494","0.05","59.96","Múltipla","19"
"2025_2026","Linguagem preferida","Não conheço isso","1","2095","3494","0.05","59.96","Múltipla","20"
"2025_2026","Linguagem preferida","Power BI","1","2095","3494","0.05","59.96","Múltipla","21"
"2025_2026","Linguagem preferida","Kotli","1","2095","3494","0.05","59.96","Múltipla","22"
"2025_2026","Linguagem preferida","Ruby","1","2095","3494","0.05","59.96","Múltipla","23"
"2025_2026","Linguagem preferida","Bigquery","1","2095","3494","0.05","59.96","Múltipla","24"
"2025_2026","Linguagem preferida","Mojo","1","2095","3494","0.05","59.96","Múltipla","25"
"2025_2026","Linguagem preferida","Type Script","1","2095","3494","0.05","59.96","Múltipla","26"
"2025_2026","Linguagem preferida","YAML","1","2095","3494","0.05","59.96","Múltipla","27"
"2025_2026","Linguagem preferida","Não utilizo na minha função atual","1","2095","3494","0.05","59.96","Múltipla","28"
"2025_2026","Linguagem preferida","QUALQUER UMA","1","2095","3494","0.05","59.96","Múltipla","29"
"2025_2026","Linguagem preferida","Linguagem M","1","2095","3494","0.05","59.96","Múltipla","30"
"2025_2026","Linguagem preferida","Bash","1","2095","3494","0.05","59.96","Múltipla","31"
"2025_2026","Linguagem preferida","ecl","1","2095","3494","0.05","59.96","Múltipla","32"
"2025_2026","Linguagem preferida","Nextflow","1","2095","3494","0.05","59.96","Múltipla","33"
"2025_2026","Linguagem preferida","noSQL","1","2095","3494","0.05","59.96","Múltipla","34"
"2025_2026","Linguagem preferida","VBA","1","2095","3494","0.05","59.96","Múltipla","35"
"2025_2026","Linguagem preferida","Cobol","1","2095","3494","0.05","59.96","Múltipla","36"
"2025_2026","Linguagem preferida","html","1","2095","3494","0.05","59.96","Múltipla","37"
"2025_2026","Linguagem preferida","Excel e Power BI","1","2095","3494","0.05","59.96","Múltipla","38"
"2025_2026","Linguagem preferida","Elixir","1","2095","3494","0.05","59.96","Múltipla","39"
"2025_2026","Linguagem preferida","spark","1","2095","3494","0.05","59.96","Múltipla","40"
"2025_2026","Linguagem preferida","Oracle data integration","1","2095","3494","0.05","59.96","Múltipla","41"
"2025_2026","Linguagem preferida","Shellscript","1","2095","3494","0.05","59.96","Múltipla","42"
"2025_2026","Linguagem preferida","Progress","1","2095","3494","0.05","59.96","Múltipla","43"
